YEAR,STATE,STATE_ABV,TOTAL_BALLOTS_COUNTED,VOTE_FOR_HIGHEST_OFFICE,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
2004,Maryland,MD,2395791,2386705,4179376,0.07,"23,727","76,676","14,351","76,416","3,802,045",0.63,0.57
2004,Massachusetts,MA,2927455,2912388,4935787,0.08,"10,365",0,0,"10,365","4,510,816",0.65,0.59
2004,Michigan,MI,4875692,4839252,7508568,0.03,"48,591",0,0,"48,591","7,204,686",0.68,0.65
2004,Minnesota,MN,2842912,2828387,3819020,0.04,"8,613","114,226","3,872","69,598","3,600,480",0.79,0.74
2004,Mississippi,MS,,1152365,2133681,0.01,"20,429","21,324","1,979","33,070","2,075,007",,
2004,Missouri,MO,2764635,2731364,4339414,0.02,"30,775","53,832","17,400","75,091","4,181,874",0.66,0.64
2004,Montana,MT,456096,450445,711858,0.01,"3,800",0,0,"3,800","700,939",0.65,0.64
2004,Nebraska,NE,792906,778186,1305430,0.04,"4,042","17,994",805,"13,844","1,239,369",0.64,0.61
2004,Nevada,NV,831563,829587,1776962,0.13,"10,971","12,521","3,610","20,842","1,521,561",0.55,0.47
2004,New Hampshire,NH,683672,677738,984422,0.03,"2,441",0,0,"2,441","950,479",0.72,0.69
2004,New Jersey,NJ,3638153,3611691,6513394,0.12,"28,107","143,315","14,180","113,945","5,637,382",0.65,0.56
2004,New Mexico,NM,775301,756304,1411419,0.07,"6,341","17,725","2,676","17,880","1,289,094",0.60,0.55
2004,New York,NY,7448266,7391249,14598898,0.13,"64,596",0,"54,524","119,120","12,640,317",0.59,0.51
2004,North Carolina,NC,3552449,3501007,6505150,0.05,"34,917","111,537","2,882","93,568","6,066,809",0.59,0.55
2004,North Dakota,ND,316049,312833,496479,0.01,"1,266",0,0,"1,266","488,759",0.65,0.64
2004,Ohio,OH,5722443,5627908,8624277,0.02,"44,770",0,0,"44,770","8,407,021",0.68,0.66
2004,Oklahoma,OK,,1463758,2649994,0.03,"24,767","28,435","4,329","43,314","2,516,580",,
2004,Oregon,OR,1851671,1836782,2736472,0.07,"13,219",0,0,"13,219","2,537,173",0.73,0.68
2004,Pennsylvania,PA,,5769590,9554349,0.03,"40,692",0,0,"40,692","9,255,690",,
2004,Rhode Island,RI,440228,437134,827513,0.08,"3,701","26,085",368,"17,112","747,510",0.59,0.53
2004,South Carolina,SC,1626720,1617730,3198733,0.03,"24,173","38,856","2,217","45,818","3,066,549",0.53,0.51
2004,South Dakota,SD,394930,388215,576472,0.01,"3,101",0,0,"3,101","565,300",0.70,0.69
2004,Tennessee,TN,2456610,2437319,4496929,0.03,"25,834","47,392","8,410","57,940","4,322,069",0.57,0.55
2004,Texas,TX,,7410765,16284659,0.13,"169,110","428,773","102,072","485,569","13,763,508",,
2004,Utah,UT,942010,927844,1664066,0.07,"5,802",0,0,"5,802","1,545,108",0.61,0.57
2004,Vermont,VT,314220,312309,480053,0.02,0,0,0,0,"469,972",0.67,0.65
2004,Virginia,VA,3223156,3198367,5699175,0.06,"35,472","43,470","4,392","61,599","5,284,227",0.61,0.57
2004,Washington,WA,2883499,2859084,4683829,0.07,"16,559","125,222",120,"79,290","4,257,936",0.68,0.62
2004,West Virginia,WV,769645,755887,1425689,0.01,"4,980","6,977","1,216","9,685","1,407,450",0.55,0.54
2004,Wisconsin,WI,3016288,2997007,4172068,0.03,"22,905","54,970","13,883","64,273","3,995,149",0.76,0.72
2004,Wyoming,WY,245789,243428,386796,0.02,"1,923","4,418",563,"4,695","375,525",0.65,0.64
2002,Alabama,AL,,1364602,3371451,0.02,"28,440","39,713","5,309","53,606","3,257,159",,
2002,Alaska,AK,232852,231484,457154,0.04,"4,431","5,229",900,"7,946","431,836",0.54,0.51
2002,Arizona,AZ,1255615,1226111,3998148,0.11,"30,741","66,485","4,587","68,571","3,485,783",0.36,0.31
2002,Arkansas,AR,814176,805696,2031787,0.03,"12,378","27,377","12,128","38,195","1,940,766",0.42,0.40
2002,California,CA,7738821,7476351,25622609,0.19,"163,361",0,"113,185","276,546","20,529,013",0.38,0.30
2002,Colorado,CO,1424029,1416093,3362098,0.07,"19,085",0,"6,215","25,300","3,094,727",0.46,0.42
2002,Connecticut,CT,1090756,1022942,2617814,0.07,"20,525",0,"2,186","22,711","2,409,238",0.45,0.42
2002,Delaware,DE,,232314,612919,0.04,"6,879","20,201",551,"17,531","568,420",,
2002,District of Columbia,DC,,124228,458631,0.10,0,0,0,0,"412,768",,
2002,Florida,FL,5143674,5100581,13005435,0.11,"80,352","291,315","5,223","231,233","11,356,610",0.45,0.40
2002,Georgia,GA,,2031604,6287215,0.07,"47,004","367,349","20,822","251,501","5,627,045",,
2002,Hawaii,HI,385462,382110,950520,0.08,"5,635",0,0,"5,635","868,843",0.44,0.41
2002,Idaho,ID,416533,411477,970916,0.04,"5,825","31,361","1,961","23,467","908,612",0.46,0.43
2002,Illinois,IL,3651808,3538883,9302571,0.09,"43,186",0,0,"43,186","8,431,456",0.43,0.39
2002,Indiana,IN,1562037,1521353,4587747,0.03,"22,576",0,0,"22,576","4,445,890",0.35,0.34
2002,Iowa,IA,1040201,1023075,2214936,0.03,"8,395","19,970","2,787","21,167","2,138,396",0.49,0.47
2002,Kansas,KS,851966,835692,2007407,0.04,"9,009","15,217","3,990","20,608","1,904,495",0.45,0.42
2002,Kentucky,KY,,1131313,3100972,0.02,"16,377","24,480","5,968","34,585","3,013,670",,
2002,Louisiana,LA,1267225,1246333,3312330,0.02,"36,091","36,257","23,049","77,269","3,178,751",0.40,0.38
2002,Maine,ME,,505190,1001796,0.02,0,0,0,0,"985,767",,
2002,Maryland,MD,1721626,1704560,4082694,0.07,"24,186","81,982","13,271","78,448","3,722,540",0.46,0.42
2002,Massachusetts,MA,2220301,2194189,4919958,0.08,"10,511",0,0,"10,511","4,506,010",0.49,0.45
2002,Michigan,MI,3219864,3177565,7445335,0.03,"49,524",0,0,"49,524","7,142,670",0.45,0.43
2002,Minnesota,MN,,2254639,3745577,0.04,"7,612","122,692","3,577","72,535","3,530,710",,
2002,Mississippi,MS,,615609,2099698,0.01,"20,542","16,633","1,816","30,675","2,045,926",,
2002,Missouri,MO,,1877620,4262146,0.02,"30,649","54,584","13,533","71,474","4,109,691",,
2002,Montana,MT,340272,331321,690652,0.01,"3,440",0,0,"3,440","680,305",0.50,0.49
2002,Nebraska,NE,,480991,1285024,0.04,"4,103","16,468",574,"12,911","1,223,282",,
2002,Nevada,NV,512433,504079,1640679,0.13,"10,527","12,290","3,971","20,643","1,411,670",0.36,0.31
2002,New Hampshire,NH,453078,447135,960401,0.03,"2,483",0,0,"2,483","929,106",0.49,0.47
2002,New Jersey,NJ,2161105,2112604,6448445,0.12,"28,213","134,290","12,576","107,934","5,598,940",0.39,0.34
2002,New Mexico,NM,502230,484229,1360130,0.07,"6,173","16,287","1,962","16,279","1,248,642",0.40,0.37
2002,New York,NY,4690968,4579078,14504792,0.13,"65,914",0,"55,990","121,904","12,555,284",0.37,0.32
2002,North Carolina,NC,,2331181,6314679,0.05,"33,334","112,900","2,805","92,589","5,906,356",,
2002,North Dakota,ND,237224,231030,486797,0.01,"1,168",0,0,"1,168","479,787",0.49,0.49
2002,Ohio,OH,3356285,3228992,8556557,0.02,"45,831",0,0,"45,831","8,348,151",0.40,0.39
2002,Oklahoma,OK,,1035620,2610016,0.03,"23,004","29,881","3,573","41,518","2,482,367",,
2002,Oregon,OR,1293756,1267221,2674581,0.07,"12,422",0,0,"12,422","2,482,962",0.52,0.48
2002,Pennsylvania,PA,,3545431,9454338,0.03,"40,545",0,0,"40,545","9,167,980",,
2002,Rhode Island,RI,337027,331834,819310,0.07,"3,569","25,914",384,"16,910","741,771",0.45,0.41
2002,South Carolina,SC,,1102010,3100548,0.03,"24,247","41,574","3,491","48,525","2,971,409",,
2002,South Dakota,SD,340407,337497,564305,0.01,"3,059",0,0,"3,059","553,910",0.61,0.60
2002,Tennessee,TN,,1644741,4393757,0.03,"25,409","42,712","7,949","54,714","4,229,199",,
2002,Texas,TX,4552059,4514012,15718593,0.12,"164,222","434,486","103,068","484,533","13,332,110",0.34,0.29
2002,Utah,UT,568290,557153,1601707,0.07,"5,594",0,0,"5,594","1,492,002",0.38,0.35
2002,Vermont,VT,232993,230161,472402,0.02,0,0,0,0,"462,482",0.50,0.49
2002,Virginia,VA,1661915,1489422,5536511,0.06,"34,733","40,359","4,530","59,443","5,144,877",0.32,0.30
2002,Washington,WA,1808720,1739116,4553733,0.07,"16,284","171,603",95,"102,181","4,119,129",0.44,0.40
2002,West Virginia,WV,440156,436183,1413580,0.01,"4,703","6,430",999,"8,917","1,396,182",0.32,0.31
2002,Wisconsin,WI,,1775349,4094028,0.03,"22,366","54,614","11,088","60,761","3,926,822",,
2002,Wyoming,WY,188028,185459,376121,0.02,"1,809","4,596",570,"4,677","365,426",0.51,0.50
2000,Alabama,AL,,1672551,3334576,0.02,"26,225","40,178","5,484","51,798","3,232,759",,
2000,Alaska,AK,287825,285560,440296,0.03,"4,173","4,779",525,"7,088","418,238",0.69,0.65
2000,Arizona,AZ,1559520,1532016,3816498,0.10,"26,510","59,810","3,474","59,889","3,363,510",0.46,0.41
2000,Arkansas,AR,,921781,2001774,0.02,"11,915","28,409","8,659","34,779","1,920,954",,
2000,California,CA,11142843,10965849,24867252,0.19,"163,001",0,"117,647","280,648","19,911,561",0.56,0.45
2000,Colorado,CO,,1741368,3246521,0.07,"16,833",0,"5,500","22,333","3,006,671",,
2000,Connecticut,CT,1474103,1459525,2575243,0.07,"18,355","47,636","1,868","44,041","2,361,236",0.62,0.57
2000,Delaware,DE,,327529,594256,0.04,"6,921","20,052",579,"17,526","553,554",,
2000,District of Columbia,DC,,201355,458301,0.10,"7,456",0,0,"7,456","404,098",,
2000,Florida,FL,6138765,5963110,12475387,0.10,"71,319","296,139","5,982","225,371","10,952,576",0.56,0.49
2000,Georgia,GA,2684951,2583208,6087332,0.06,"44,232","321,407","21,556","226,492","5,501,687",0.49,0.44
2000,Hawaii,HI,371113,367951,923737,0.08,"5,053",0,0,"5,053","843,861",0.44,0.40
2000,Idaho,ID,516647,501615,935443,0.04,"5,535","35,103","1,409","24,496","875,400",0.59,0.55
2000,Illinois,IL,4932192,4742123,9208908,0.09,"45,281",0,0,"45,281","8,362,452",0.59,0.54
2000,Indiana,IN,2246348,2182295,4527523,0.02,"20,125",0,0,"20,125","4,403,265",0.51,0.50
2000,Iowa,IA,,1315563,2199529,0.02,"7,955","21,147","2,763","21,292","2,125,448",,
2000,Kansas,KS,1092716,1072216,1983933,0.04,"8,344",0,"3,829","12,173","1,894,387",0.58,0.55
2000,Kentucky,KY,1568058,1544107,3059582,0.02,"14,919","19,620","4,614","29,343","2,984,345",0.53,0.51
2000,Louisiana,LA,1776133,1765656,3260060,0.02,"35,207","35,854","22,860","75,994","3,131,905",0.57,0.54
2000,Maine,ME,,651817,979314,0.02,0,0,0,0,"964,624",,
2000,Maryland,MD,2036455,2025480,3972224,0.06,"23,538","81,523","13,666","77,966","3,640,036",0.56,0.51
2000,Massachusetts,MA,2736006,2704984,4870470,0.08,0,0,0,0,"4,480,832",0.61,0.56
2000,Michigan,MI,4279299,4232501,7370524,0.03,"47,718",0,0,"47,718","7,079,579",0.60,0.58
2000,Minnesota,MN,2458303,2438657,3662005,0.04,"6,238","115,906","3,072","67,263","3,459,248",0.71,0.67
2000,Mississippi,MS,,994184,2076861,0.01,"20,241","15,118","1,596","29,396","2,026,696",,
2000,Missouri,MO,,2359892,4190073,0.02,"27,382","53,299","12,563","66,595","4,048,057",,
2000,Montana,MT,417916,410986,676065,0.01,"3,105",0,0,"3,105","666,875",0.63,0.62
2000,Nebraska,NE,707223,696983,1266496,0.03,"3,895","21,483",476,"15,113","1,208,322",0.59,0.56
2000,Nevada,NV,613360,608970,1523209,0.12,"10,063","12,189","4,056","20,214","1,323,256",0.46,0.40
2000,New Hampshire,NH,578656,569081,934176,0.03,"2,257",0,0,"2,257","906,696",0.64,0.62
2000,New Jersey,NJ,3293378,3187226,6356954,0.11,"29,784","130,610","11,709","106,798","5,550,891",0.59,0.52
2000,New Mexico,NM,615607,598605,1318129,0.06,"5,342","10,461","1,670","12,243","1,221,526",0.50,0.47
2000,New York,NY,6960215,6821999,14344348,0.13,"70,198",0,"57,858","128,056","12,394,560",0.56,0.49
2000,North Carolina,NC,3015964,2911262,6143214,0.05,"31,532","105,949","3,352","87,859","5,772,767",0.52,0.49
2000,North Dakota,ND,292249,288256,482078,0.01,"1,076",0,0,"1,076","475,217",0.62,0.61
2000,Ohio,OH,4795989,4705457,8487355,0.02,"45,833",0,0,"45,833","8,288,750",0.58,0.57
2000,Oklahoma,OK,,1234229,2568304,0.03,"23,181","30,969","1,825","40,491","2,453,332",,
2000,Oregon,OR,1559215,1533968,2595354,0.06,"10,580",0,0,"10,580","2,418,671",0.64,0.60
2000,Pennsylvania,PA,,4912185,9375146,0.02,"36,847",0,0,"36,847","9,113,295",,
2000,Rhode Island,RI,412074,408783,804417,0.07,"3,286","20,922",331,"14,078","734,834",0.56,0.51
2000,South Carolina,SC,1433533,1382717,3025380,0.02,"21,778","44,632","4,378","48,472","2,910,350",0.49,0.47
2000,South Dakota,SD,322159,316269,554875,0.01,"2,616",0,0,"2,616","545,601",0.59,0.58
2000,Tennessee,TN,2100241,2076181,4316391,0.02,"22,166","40,682","8,093","50,600","4,170,830",0.50,0.49
2000,Texas,TX,6407637,6407037,15138468,0.11,"166,719","441,848","111,719","499,362","12,913,321",0.50,0.42
2000,Utah,UT,784582,770754,1534950,0.06,"5,632",0,0,"5,632","1,435,686",0.55,0.51
2000,Vermont,VT,297146,294308,463503,0.02,0,0,0,0,"454,233",0.65,0.64
2000,Virginia,VA,2789808,2739447,5389008,0.06,"30,168","33,955","5,148","52,294","5,034,930",0.55,0.52
2000,Washington,WA,2517028,2487433,4419907,0.07,"14,915","154,466",160,"92,308","4,022,625",0.63,0.57
2000,West Virginia,WV,,648124,1405021,0.01,"3,856","6,216","1,112","8,076","1,388,515",,
2000,Wisconsin,WI,,2598607,4016401,0.02,"20,612","53,242","9,923","57,156","3,862,851",,
2000,Wyoming,WY,221685,213726,366639,0.02,"1,680","4,115",514,"4,252","356,887",0.62,0.60
1998,Alabama,AL,,1317842,3293917,0.01,"22,676","40,379","5,221","48,087","3,203,009",,
1998,Alaska,AK,227156,223300,429317,0.03,"4,097","4,274",478,"6,712","408,867",0.56,0.53
1998,Arizona,AZ,1037550,1017616,3628841,0.09,"25,311","51,329","3,742","54,718","3,233,012",0.32,0.29
1998,Arkansas,AR,,706011,1951741,0.02,"10,638","28,698","6,979","31,966","1,882,692",,
1998,California,CA,8617649,8381871,23980067,0.19,"161,904",0,"108,424","270,328","19,273,427",0.45,0.36
1998,Colorado,CO,,1327235,3085075,0.06,"14,312",0,"5,204","19,516","2,880,455",,
1998,Connecticut,CT,1022453,999537,2544417,0.06,"17,605","55,000","1,396","46,501","2,340,162",0.44,0.40
1998,Delaware,DE,,180527,576849,0.03,"5,558","20,030",572,"16,145","541,091",,
1998,District of Columbia,DC,137523,135501,452668,0.10,"9,829",0,0,"9,829","398,478",0.35,0.30
1998,Florida,FL,4070262,3965751,12001902,0.10,"67,224","283,965","6,487","215,694","10,586,018",0.38,0.34
1998,Georgia,GA,1842145,1792880,5828114,0.05,"39,262","278,669","20,482","199,079","5,325,973",0.35,0.32
1998,Hawaii,HI,412520,407556,910645,0.08,"4,924",0,0,"4,924","831,959",0.50,0.45
1998,Idaho,ID,386720,381248,896422,0.04,"4,083","31,172","1,309","20,978","844,069",0.46,0.43
1998,Illinois,IL,3541379,3394521,9070725,0.08,"43,051",0,0,"43,051","8,283,875",0.43,0.39
1998,Indiana,IN,1618689,1588617,4457578,0.02,"19,197",0,0,"19,197","4,349,229",0.37,0.36
1998,Iowa,IA,973032,956415,2176940,0.02,"7,394","18,447","2,194","18,812","2,112,412",0.46,0.45
1998,Kansas,KS,743288,727236,1955236,0.04,"8,183",0,"6,025","14,208","1,872,595",0.40,0.38
1998,Kentucky,KY,1215053,1145414,2999287,0.01,"14,987","17,594","4,508","28,292","2,932,004",0.41,0.41
1998,Louisiana,LA,990243,969165,3216121,0.02,"32,228","33,028","18,759","67,501","3,097,162",0.32,0.31
1998,Maine,ME,,486808,957916,0.02,0,0,0,0,"943,547",,
1998,Maryland,MD,1556994,1535978,3879108,0.06,"22,572","78,051","15,528","77,126","3,569,236",0.44,0.40
1998,Massachusetts,MA,1935277,1903336,4793966,0.08,0,0,0,0,"4,429,625",0.44,0.40
1998,Michigan,MI,3143432,3036886,7276123,0.03,"45,879",0,0,"45,879","7,004,684",0.45,0.43
1998,Minnesota,MN,2105343,2091766,3555108,0.03,"5,572","100,818","2,995","58,976","3,378,813",0.62,0.59
1998,Mississippi,MS,,550694,2038324,0.01,"16,678","11,530","1,489","23,932","1,996,047",,
1998,Missouri,MO,,1576857,4106478,0.02,"24,974","49,992","10,366","60,336","3,976,332",,
1998,Montana,MT,338733,331551,662582,0.01,"2,734",0,0,"2,734","653,885",0.52,0.51
1998,Nebraska,NE,581775,545238,1247656,0.03,"3,676","16,527",624,"12,564","1,197,662",0.49,0.47
1998,Nevada,NV,440042,435790,1402851,0.11,"9,651","12,561","4,055","19,987","1,232,759",0.36,0.31
1998,New Hampshire,NH,330555,318940,903630,0.03,"2,169",0,0,"2,169","878,870",0.38,0.37
1998,New Jersey,NJ,1894496,1813094,6261197,0.10,"31,121","129,377","13,218","109,028","5,507,266",0.34,0.30
1998,New Mexico,NM,517355,498703,1286104,0.06,"4,985","10,397","1,773","11,957","1,199,553",0.43,0.40
1998,New York,NY,4989877,4735236,14139223,0.12,"70,001",0,"59,548","129,549","12,256,410",0.41,0.35
1998,North Carolina,NC,,2012143,5948653,0.04,"31,961","105,227","5,806","90,381","5,626,275",,
1998,North Dakota,ND,217584,213358,481790,0.01,915,0,0,915,"475,575",0.46,0.45
1998,Ohio,OH,3534782,3404351,8424249,0.02,"48,450",0,0,"48,450","8,241,011",0.43,0.42
1998,Oklahoma,OK,,873585,2518285,0.03,"20,892","29,093","1,532","36,971","2,415,839",,
1998,Oregon,OR,1160400,1117747,2526500,0.06,"8,927",0,0,"8,927","2,371,036",0.49,0.46
1998,Pennsylvania,PA,,3025152,9314795,0.02,"36,377",0,0,"36,377","9,073,493",,
1998,Rhode Island,RI,309835,306445,790726,0.07,"3,445","21,049",432,"14,402","724,136",0.43,0.39
1998,South Carolina,SC,1092430,1077135,2931120,0.02,"21,764","46,482","4,404","49,409","2,826,020",0.39,0.37
1998,South Dakota,SD,266355,262111,543074,0.01,"2,422",0,0,"2,422","534,678",0.50,0.49
1998,Tennessee,TN,1026017,976236,4217608,0.02,"17,738","38,924","7,605","44,805","4,092,668",0.25,0.24
1998,Texas,TX,,3738078,14504988,0.11,"144,510","443,688","109,820","476,174","12,491,285",,
1998,Utah,UT,506553,494909,1467078,0.06,"4,453",0,0,"4,453","1,381,936",0.37,0.35
1998,Vermont,VT,224382,218120,453574,0.02,0,0,0,0,"444,956",0.50,0.49
1998,Virginia,VA,,1148861,5222121,0.05,"30,276","30,576","6,700","52,264","4,898,307",,
1998,Washington,WA,1939421,1902482,4294765,0.06,"14,161","152,140",375,"90,606","3,929,294",0.49,0.45
1998,West Virginia,WV,405139,351277,1403549,0.01,"3,478","6,511",975,"7,709","1,388,822",0.29,0.29
1998,Wisconsin,WI,,1760836,3945060,0.02,"18,613","54,232","9,282","55,011","3,803,258",,
1998,Wyoming,WY,178401,174888,359119,0.01,"1,571","3,825",448,"3,932","350,159",0.51,0.50
1996,Alabama,AL,,1534349,3227688,0.01,"21,760","37,865","4,966","45,659","3,143,297",,
1996,Alaska,AK,245212,241620,423702,0.03,"3,716","3,999",642,"6,358","404,209",0.61,0.58
1996,Arizona,AZ,1431342,1404405,3414380,0.08,"22,493","40,607","3,785","46,582","3,080,990",0.46,0.42
1996,Arkansas,AR,,884262,1903094,0.02,"9,407","25,178","5,459","27,455","1,845,189",,
1996,California,CA,10263490,10019484,23076427,0.18,"146,049",0,"99,578","245,627","18,653,967",0.55,0.44
1996,Colorado,CO,,1510704,2939929,0.05,"12,483",0,"3,294","15,777","2,771,276",,
1996,Connecticut,CT,1410746,1392614,2528212,0.06,"15,007","55,978","1,083","44,079","2,337,497",0.60,0.56
1996,Delaware,DE,277418,270810,559598,0.03,"5,110","16,528",591,"13,965","528,845",0.52,0.50
1996,District of Columbia,DC,189210,185726,450182,0.09,"9,376",0,0,"9,376","398,939",0.47,0.42
1996,Florida,FL,5444245,5300927,11509122,0.10,"63,763","237,117","9,243","191,565","10,224,190",0.53,0.47
1996,Georgia,GA,2374650,2298899,5555577,0.04,"35,139","143,457","21,146","128,014","5,183,118",0.46,0.43
1996,Hawaii,HI,370230,360120,895753,0.08,"4,011",0,0,"4,011","820,082",0.45,0.41
1996,Idaho,ID,508030,489481,856420,0.03,"3,832",0,0,"3,832","825,183",0.62,0.59
1996,Illinois,IL,4418270,4311391,8927254,0.08,"38,852",0,0,"38,852","8,218,858",0.54,0.49
1996,Indiana,IN,2195224,2135431,4397367,0.02,"16,960",0,0,"16,960","4,301,254",0.51,0.50
1996,Iowa,IA,1251983,1234075,2154320,0.02,"6,342","15,386","2,200","16,235","2,099,307",0.60,0.58
1996,Kansas,KS,1073520,1063452,1922601,0.03,"7,756",0,0,"7,756","1,857,167",0.58,0.56
1996,Kentucky,KY,1419592,1388707,2938362,0.01,"12,910","11,689","4,621","23,376","2,879,726",0.49,0.48
1996,Louisiana,LA,1804640,1783959,3163302,0.02,"26,776",0,0,"26,776","3,089,076",0.58,0.57
1996,Maine,ME,,605897,944106,0.02,0,0,0,0,"929,944",,
1996,Maryland,MD,1793991,1780870,3817454,0.06,"22,050","70,553","16,246","73,573","3,530,104",0.51,0.47
1996,Massachusetts,MA,2600278,2559180,4723380,0.07,0,0,0,0,"4,383,297",0.59,0.55
1996,Michigan,MI,3912261,3848844,7201527,0.03,"42,349",0,0,"42,349","6,957,535",0.56,0.54
1996,Minnesota,MN,2211161,2192640,3473117,0.03,"5,158","90,202","2,377","52,636","3,319,761",0.67,0.64
1996,Mississippi,MS,,893857,1986327,0.01,"13,859","10,376","1,326","20,373","1,950,063",,
1996,Missouri,MO,,2158065,4035666,0.02,"22,003","42,386","13,087","56,283","3,918,848",,
1996,Montana,MT,417232,407083,652991,0.01,"2,293",0,0,"2,293","644,821",0.65,0.64
1996,Nebraska,NE,686749,677415,1230047,0.03,"3,287","14,363",688,"11,157","1,188,139",0.58,0.56
1996,Nevada,NV,467657,464279,1271617,0.10,"8,439","9,760","3,216","16,535","1,134,278",0.41,0.37
1996,New Hampshire,NH,513700,499053,878569,0.02,"2,062",0,0,"2,062","855,421",0.60,0.58
1996,New Jersey,NJ,3105110,3075860,6152216,0.10,"27,490","125,881","14,545","104,976","5,456,627",0.57,0.50
1996,New Mexico,NM,579763,556074,1249597,0.05,"4,724","8,903","1,426","10,602","1,172,766",0.49,0.46
1996,New York,NY,6439129,6316129,13942462,0.12,"69,709",0,"57,137","126,846","12,170,405",0.53,0.46
1996,North Carolina,NC,,2515807,5717844,0.03,"30,647","102,483","12,358","94,247","5,434,908",,
1996,North Dakota,ND,271850,266411,481497,0.01,722,0,0,722,"475,960",0.57,0.56
1996,Ohio,OH,4638108,4534434,8366250,0.02,"46,174",0,"6,331","52,505","8,188,251",0.57,0.55
1996,Oklahoma,OK,1218248,1206713,2461718,0.02,"19,593","28,090","2,159","35,797","2,369,301",0.51,0.49
1996,Oregon,OR,1399180,1377760,2445442,0.05,"8,661",0,0,"8,661","2,309,618",0.61,0.57
1996,Pennsylvania,PA,,4506118,9283893,0.02,"34,537",0,0,"34,537","9,063,678",,
1996,Rhode Island,RI,,390247,781307,0.06,"3,271","20,446",573,"14,067","717,236",,
1996,South Carolina,SC,1203486,1151422,2825088,0.02,"20,446","42,417","5,036","46,691","2,730,371",0.44,0.43
1996,South Dakota,SD,329316,323826,537038,0.01,"2,063",0,0,"2,063","529,605",0.62,0.61
1996,Tennessee,TN,,1894105,4094014,0.02,"15,626","37,002","8,934","43,061","3,985,449",,
1996,Texas,TX,,5611644,13887542,0.10,"132,383","429,329","112,594","459,642","12,066,921",,
1996,Utah,UT,691016,665629,1394017,0.05,0,0,0,0,"1,327,104",0.52,0.50
1996,Vermont,VT,261469,258449,443874,0.02,0,0,0,0,"435,884",0.60,0.59
1996,Virginia,VA,2468229,2416642,5106297,0.05,"27,655","29,620","9,918","52,383","4,813,918",0.51,0.48
1996,Washington,WA,2293895,2253867,4147127,0.06,"12,527","125,780",560,"75,977","3,830,617",0.60,0.55
1996,West Virginia,WV,653331,636459,1400343,0.01,"2,749","5,669",869,"6,453","1,386,888",0.47,0.47
1996,Wisconsin,WI,,2196169,3886906,0.02,"12,991","47,292","8,222","44,859","3,764,309",,
1996,Wyoming,WY,215844,211571,353354,0.01,"1,499","3,432",364,"3,579","345,181",0.63,0.61
1994,Alabama,AL,,1201969,3170782,0.01,"19,573","32,284","7,235","42,950","3,096,124",,
1994,Alaska,AK,216668,213404,417053,0.03,"3,292","2,899",412,"5,154","399,387",0.54,0.52
1994,Arizona,AZ,1153724,1129607,3169857,0.08,"19,746","34,365","4,351","41,280","2,890,838",0.40,0.36
1994,Arkansas,AR,,716840,1849361,0.01,"8,643","19,606","5,224","23,670","1,801,649",,
1994,California,CA,8900593,8658881,22721586,0.18,"125,605",0,"85,082","210,687","18,489,178",0.48,0.39
1994,Colorado,CO,1173130,1116307,2785952,0.05,"10,717",0,"2,463","13,180","2,647,404",0.44,0.42
1994,Connecticut,CT,1163829,1147084,2515100,0.06,"14,380","53,453","1,146","42,253","2,334,517",0.50,0.46
1994,Delaware,DE,201560,199029,540474,0.03,"4,466","15,507","1,029","13,249","513,173",0.39,0.37
1994,District of Columbia,DC,186316,183649,463680,0.09,"10,949",0,0,"10,949","411,927",0.45,0.40
1994,Florida,FL,4305340,4206659,11016840,0.09,"57,168","247,014","20,573","201,248","9,813,060",0.44,0.39
1994,Georgia,GA,,1545328,5293282,0.04,"33,425","140,694","17,505","121,277","4,976,154",,
1994,Hawaii,HI,377011,369013,882189,0.08,"3,333",0,0,"3,333","809,163",0.47,0.43
1994,Idaho,ID,419330,413346,809957,0.03,"2,811",0,0,"2,811","784,467",0.53,0.52
1994,Illinois,IL,3219122,3106566,8819582,0.07,"36,531",0,0,"36,531","8,174,500",0.39,0.37
1994,Indiana,IN,1609481,1543568,4315664,0.02,"15,014",0,0,"15,014","4,235,915",0.38,0.37
1994,Iowa,IA,1022372,997248,2128370,0.02,"5,437","15,902","3,696","17,084","2,077,232",0.49,0.48
1994,Kansas,KS,836251,820846,1893521,0.03,"6,371",0,0,"6,371","1,837,918",0.46,0.44
1994,Kentucky,KY,827541,784299,2879413,0.01,"11,066","11,417","4,380","21,155","2,829,464",0.29,0.29
1994,Louisiana,LA,893758,826837,3109456,0.02,"24,063",0,0,"24,063","3,038,751",0.29,0.29
1994,Maine,ME,,511733,932164,0.02,0,0,0,0,"918,182",,
1994,Maryland,MD,1437450,1410299,3751305,0.05,"20,998","76,940","14,795","74,263","3,481,974",0.41,0.38
1994,Massachusetts,MA,2232186,2179945,4668100,0.07,0,0,0,0,"4,355,337",0.51,0.48
1994,Michigan,MI,3177740,3089077,7081498,0.03,"40,631",0,0,"40,631","6,856,748",0.46,0.45
1994,Minnesota,MN,1794618,1772929,3385687,0.03,"4,575","81,972","1,904","47,465","3,253,580",0.55,0.53
