pct_name,pct_id,pct_num,reg_vot,cand_name,cand_party,votes
40-022 Kobuk,40-022,393,80,Oliver/Maat,LIB,0
40-022 Kobuk,40-022,393,80,Sonski/Onak,ASP,0
40-022 Kobuk,40-022,393,80,Stein/Ware,GRN,0
40-022 Kobuk,40-022,393,80,Terry/Broden,CON,1
40-022 Kobuk,40-022,393,80,Trump/Vance,REP,14
40-022 Kobuk,40-022,393,80,West/Abdullah,AUR,2
40-022 Kobuk,40-022,393,80,YES,YES,13
40-022 Kobuk,40-022,393,80,NO,NO,21
40-024 Kotzebue,40-024,394,1917,Harris/Walz,DEM,280
40-024 Kotzebue,40-024,394,1917,Kennedy/Shanahan,RFK,21
40-024 Kotzebue,40-024,394,1917,Oliver/Maat,LIB,4
40-024 Kotzebue,40-024,394,1917,Sonski/Onak,ASP,1
40-024 Kotzebue,40-024,394,1917,Stein/Ware,GRN,4
40-024 Kotzebue,40-024,394,1917,Terry/Broden,CON,3
40-024 Kotzebue,40-024,394,1917,Trump/Vance,REP,242
40-024 Kotzebue,40-024,394,1917,West/Abdullah,AUR,10
40-024 Kotzebue,40-024,394,1917,YES,YES,193
40-024 Kotzebue,40-024,394,1917,NO,NO,353
40-026 Noatak,40-026,395,332,Harris/Walz,DEM,19
40-026 Noatak,40-026,395,332,Kennedy/Shanahan,RFK,9
40-026 Noatak,40-026,395,332,Oliver/Maat,LIB,3
40-026 Noatak,40-026,395,332,Sonski/Onak,ASP,0
40-026 Noatak,40-026,395,332,Stein/Ware,GRN,1
40-026 Noatak,40-026,395,332,Terry/Broden,CON,1
40-026 Noatak,40-026,395,332,Trump/Vance,REP,66
40-026 Noatak,40-026,395,332,West/Abdullah,AUR,0
40-026 Noatak,40-026,395,332,YES,YES,37
40-026 Noatak,40-026,395,332,NO,NO,60
40-028 Noorvik,40-028,396,362,Harris/Walz,DEM,27
40-028 Noorvik,40-028,396,362,Kennedy/Shanahan,RFK,4
40-028 Noorvik,40-028,396,362,Oliver/Maat,LIB,2
40-028 Noorvik,40-028,396,362,Sonski/Onak,ASP,1
40-028 Noorvik,40-028,396,362,Stein/Ware,GRN,0
40-028 Noorvik,40-028,396,362,Terry/Broden,CON,2
40-028 Noorvik,40-028,396,362,Trump/Vance,REP,57
40-028 Noorvik,40-028,396,362,West/Abdullah,AUR,1
40-028 Noorvik,40-028,396,362,YES,YES,34
40-028 Noorvik,40-028,396,362,NO,NO,47
40-030 Nuiqsut,40-030,397,271,Harris/Walz,DEM,18
40-030 Nuiqsut,40-030,397,271,Kennedy/Shanahan,RFK,3
40-030 Nuiqsut,40-030,397,271,Oliver/Maat,LIB,0
40-030 Nuiqsut,40-030,397,271,Sonski/Onak,ASP,0
40-030 Nuiqsut,40-030,397,271,Stein/Ware,GRN,1
40-030 Nuiqsut,40-030,397,271,Terry/Broden,CON,0
40-030 Nuiqsut,40-030,397,271,Trump/Vance,REP,15
40-030 Nuiqsut,40-030,397,271,West/Abdullah,AUR,1
40-030 Nuiqsut,40-030,397,271,YES,YES,8
40-030 Nuiqsut,40-030,397,271,NO,NO,33
40-032 Point Hope,40-032,398,464,Harris/Walz,DEM,41
40-032 Point Hope,40-032,398,464,Kennedy/Shanahan,RFK,8
40-032 Point Hope,40-032,398,464,Oliver/Maat,LIB,2
40-032 Point Hope,40-032,398,464,Sonski/Onak,ASP,1
40-032 Point Hope,40-032,398,464,Stein/Ware,GRN,0
40-032 Point Hope,40-032,398,464,Terry/Broden,CON,0
40-032 Point Hope,40-032,398,464,Trump/Vance,REP,66
40-032 Point Hope,40-032,398,464,West/Abdullah,AUR,1
40-032 Point Hope,40-032,398,464,YES,YES,56
40-032 Point Hope,40-032,398,464,NO,NO,62
40-034 Point Lay,40-034,399,155,Harris/Walz,DEM,9
40-034 Point Lay,40-034,399,155,Kennedy/Shanahan,RFK,1
40-034 Point Lay,40-034,399,155,Oliver/Maat,LIB,2
40-034 Point Lay,40-034,399,155,Sonski/Onak,ASP,1
40-034 Point Lay,40-034,399,155,Stein/Ware,GRN,1
40-034 Point Lay,40-034,399,155,Terry/Broden,CON,0
40-034 Point Lay,40-034,399,155,Trump/Vance,REP,15
40-034 Point Lay,40-034,399,155,West/Abdullah,AUR,1
40-034 Point Lay,40-034,399,155,YES,YES,13
40-034 Point Lay,40-034,399,155,NO,NO,15
40-036 Selawik,40-036,400,427,Harris/Walz,DEM,19
40-036 Selawik,40-036,400,427,Kennedy/Shanahan,RFK,4
40-036 Selawik,40-036,400,427,Oliver/Maat,LIB,0
40-036 Selawik,40-036,400,427,Sonski/Onak,ASP,0
40-036 Selawik,40-036,400,427,Stein/Ware,GRN,0
40-036 Selawik,40-036,400,427,Terry/Broden,CON,0
40-036 Selawik,40-036,400,427,Trump/Vance,REP,54
40-036 Selawik,40-036,400,427,West/Abdullah,AUR,0
40-036 Selawik,40-036,400,427,YES,YES,32
40-036 Selawik,40-036,400,427,NO,NO,33
40-038 Shungnak,40-038,401,143,Harris/Walz,DEM,30
40-038 Shungnak,40-038,401,143,Kennedy/Shanahan,RFK,1
40-038 Shungnak,40-038,401,143,Oliver/Maat,LIB,0
40-038 Shungnak,40-038,401,143,Sonski/Onak,ASP,0
40-038 Shungnak,40-038,401,143,Stein/Ware,GRN,0
40-038 Shungnak,40-038,401,143,Terry/Broden,CON,0
40-038 Shungnak,40-038,401,143,Trump/Vance,REP,15
40-038 Shungnak,40-038,401,143,West/Abdullah,AUR,0
40-038 Shungnak,40-038,401,143,YES,YES,11
40-038 Shungnak,40-038,401,143,NO,NO,31
40-040 Wainwright,40-040,402,371,Harris/Walz,DEM,29
40-040 Wainwright,40-040,402,371,Kennedy/Shanahan,RFK,2
40-040 Wainwright,40-040,402,371,Oliver/Maat,LIB,2
40-040 Wainwright,40-040,402,371,Sonski/Onak,ASP,0
40-040 Wainwright,40-040,402,371,Stein/Ware,GRN,0
40-040 Wainwright,40-040,402,371,Terry/Broden,CON,0
40-040 Wainwright,40-040,402,371,Trump/Vance,REP,93
40-040 Wainwright,40-040,402,371,West/Abdullah,AUR,2
40-040 Wainwright,40-040,402,371,YES,YES,50
40-040 Wainwright,40-040,402,371,NO,NO,74
HD99 Fed Overseas Absentee,99-999,403,806,Harris/Walz,DEM,336
HD99 Fed Overseas Absentee,99-999,403,806,Kennedy/Shanahan,RFK,6
HD99 Fed Overseas Absentee,99-999,403,806,Oliver/Maat,LIB,0
HD99 Fed Overseas Absentee,99-999,403,806,Sonski/Onak,ASP,0
HD99 Fed Overseas Absentee,99-999,403,806,Stein/Ware,GRN,5
HD99 Fed Overseas Absentee,99-999,403,806,Terry/Broden,CON,0
HD99 Fed Overseas Absentee,99-999,403,806,Trump/Vance,REP,51
HD99 Fed Overseas Absentee,99-999,403,806,West/Abdullah,AUR,3
District 1 - Absentee,1-Jan,404,0,Harris/Walz,DEM,1311
District 1 - Absentee,1-Jan,404,0,Kennedy/Shanahan,RFK,42
District 1 - Absentee,1-Jan,404,0,Oliver/Maat,LIB,21
District 1 - Absentee,1-Jan,404,0,Sonski/Onak,ASP,2
District 1 - Absentee,1-Jan,404,0,Stein/Ware,GRN,16
District 1 - Absentee,1-Jan,404,0,Terry/Broden,CON,4
District 1 - Absentee,1-Jan,404,0,Trump/Vance,REP,1608
District 1 - Absentee,1-Jan,404,0,West/Abdullah,AUR,14
District 1 - Absentee,1-Jan,404,0,YES,YES,1498
District 1 - Absentee,1-Jan,404,0,NO,NO,1341
District 2 - Absentee,1-Feb,405,0,Harris/Walz,DEM,2455
District 2 - Absentee,1-Feb,405,0,Kennedy/Shanahan,RFK,69
District 2 - Absentee,1-Feb,405,0,Oliver/Maat,LIB,21
District 2 - Absentee,1-Feb,405,0,Sonski/Onak,ASP,4
District 2 - Absentee,1-Feb,405,0,Stein/Ware,GRN,34
District 2 - Absentee,1-Feb,405,0,Terry/Broden,CON,2
District 2 - Absentee,1-Feb,405,0,Trump/Vance,REP,2026
District 2 - Absentee,1-Feb,405,0,West/Abdullah,AUR,16
District 2 - Absentee,1-Feb,405,0,YES,YES,1879
District 2 - Absentee,1-Feb,405,0,NO,NO,2576
District 3 - Absentee,1-Mar,406,0,Harris/Walz,DEM,1726
District 3 - Absentee,1-Mar,406,0,Kennedy/Shanahan,RFK,31
District 3 - Absentee,1-Mar,406,0,Oliver/Maat,LIB,22
District 3 - Absentee,1-Mar,406,0,Sonski/Onak,ASP,9
District 3 - Absentee,1-Mar,406,0,Stein/Ware,GRN,22
District 3 - Absentee,1-Mar,406,0,Terry/Broden,CON,5
District 3 - Absentee,1-Mar,406,0,Trump/Vance,REP,846
District 3 - Absentee,1-Mar,406,0,West/Abdullah,AUR,14
District 3 - Absentee,1-Mar,406,0,YES,YES,861
District 3 - Absentee,1-Mar,406,0,NO,NO,1645
District 4 - Absentee,1-Apr,407,0,Harris/Walz,DEM,1241
District 4 - Absentee,1-Apr,407,0,Kennedy/Shanahan,RFK,19
District 4 - Absentee,1-Apr,407,0,Oliver/Maat,LIB,10
District 4 - Absentee,1-Apr,407,0,Sonski/Onak,ASP,4
District 4 - Absentee,1-Apr,407,0,Stein/Ware,GRN,19
District 4 - Absentee,1-Apr,407,0,Terry/Broden,CON,0
District 4 - Absentee,1-Apr,407,0,Trump/Vance,REP,352
District 4 - Absentee,1-Apr,407,0,West/Abdullah,AUR,13
District 4 - Absentee,1-Apr,407,0,YES,YES,370
District 4 - Absentee,1-Apr,407,0,NO,NO,1191
District 5 - Absentee,3-May,408,0,Harris/Walz,DEM,1476
District 5 - Absentee,3-May,408,0,Kennedy/Shanahan,RFK,47
District 5 - Absentee,3-May,408,0,Oliver/Maat,LIB,38
District 5 - Absentee,3-May,408,0,Sonski/Onak,ASP,6
District 5 - Absentee,3-May,408,0,Stein/Ware,GRN,30
District 5 - Absentee,3-May,408,0,Terry/Broden,CON,5
District 5 - Absentee,3-May,408,0,Trump/Vance,REP,1490
District 5 - Absentee,3-May,408,0,West/Abdullah,AUR,12
District 5 - Absentee,3-May,408,0,YES,YES,1300
District 5 - Absentee,3-May,408,0,NO,NO,1578
District 6 - Absentee,3-Jun,409,0,Harris/Walz,DEM,1195
District 6 - Absentee,3-Jun,409,0,Kennedy/Shanahan,RFK,31
District 6 - Absentee,3-Jun,409,0,Oliver/Maat,LIB,14
District 6 - Absentee,3-Jun,409,0,Sonski/Onak,ASP,3
District 6 - Absentee,3-Jun,409,0,Stein/Ware,GRN,23
District 6 - Absentee,3-Jun,409,0,Terry/Broden,CON,10
District 6 - Absentee,3-Jun,409,0,Trump/Vance,REP,1081
District 6 - Absentee,3-Jun,409,0,West/Abdullah,AUR,11
District 6 - Absentee,3-Jun,409,0,YES,YES,1042
District 6 - Absentee,3-Jun,409,0,NO,NO,1186
District 7 - Absentee,3-Jul,410,0,Harris/Walz,DEM,566
District 7 - Absentee,3-Jul,410,0,Kennedy/Shanahan,RFK,23
District 7 - Absentee,3-Jul,410,0,Oliver/Maat,LIB,10
District 7 - Absentee,3-Jul,410,0,Sonski/Onak,ASP,5
District 7 - Absentee,3-Jul,410,0,Stein/Ware,GRN,6
District 7 - Absentee,3-Jul,410,0,Terry/Broden,CON,4
District 7 - Absentee,3-Jul,410,0,Trump/Vance,REP,1078
District 7 - Absentee,3-Jul,410,0,West/Abdullah,AUR,4
District 7 - Absentee,3-Jul,410,0,YES,YES,951
District 7 - Absentee,3-Jul,410,0,NO,NO,634
District 8 - Absentee,3-Aug,411,0,Harris/Walz,DEM,787
District 8 - Absentee,3-Aug,411,0,Kennedy/Shanahan,RFK,24
District 8 - Absentee,3-Aug,411,0,Oliver/Maat,LIB,10
District 8 - Absentee,3-Aug,411,0,Sonski/Onak,ASP,6
District 8 - Absentee,3-Aug,411,0,Stein/Ware,GRN,4
District 8 - Absentee,3-Aug,411,0,Terry/Broden,CON,3
District 8 - Absentee,3-Aug,411,0,Trump/Vance,REP,1412
District 8 - Absentee,3-Aug,411,0,West/Abdullah,AUR,6
District 8 - Absentee,3-Aug,411,0,YES,YES,1321
District 8 - Absentee,3-Aug,411,0,NO,NO,833
District 9 - Absentee,3-Sep,412,0,Harris/Walz,DEM,1970
District 9 - Absentee,3-Sep,412,0,Kennedy/Shanahan,RFK,37
District 9 - Absentee,3-Sep,412,0,Oliver/Maat,LIB,15
District 9 - Absentee,3-Sep,412,0,Sonski/Onak,ASP,9
District 9 - Absentee,3-Sep,412,0,Stein/Ware,GRN,24
District 9 - Absentee,3-Sep,412,0,Terry/Broden,CON,3
District 9 - Absentee,3-Sep,412,0,Trump/Vance,REP,1202
District 9 - Absentee,3-Sep,412,0,West/Abdullah,AUR,8
District 9 - Absentee,3-Sep,412,0,YES,YES,1172
District 9 - Absentee,3-Sep,412,0,NO,NO,2002
District 10 - Absentee,3-Oct,413,0,Harris/Walz,DEM,1155
District 10 - Absentee,3-Oct,413,0,Kennedy/Shanahan,RFK,24
District 10 - Absentee,3-Oct,413,0,Oliver/Maat,LIB,15
District 10 - Absentee,3-Oct,413,0,Sonski/Onak,ASP,3
District 10 - Absentee,3-Oct,413,0,Stein/Ware,GRN,16
District 10 - Absentee,3-Oct,413,0,Terry/Broden,CON,4
District 10 - Absentee,3-Oct,413,0,Trump/Vance,REP,724
District 10 - Absentee,3-Oct,413,0,West/Abdullah,AUR,5
District 10 - Absentee,3-Oct,413,0,YES,YES,726
District 10 - Absentee,3-Oct,413,0,NO,NO,1165
District 11 - Absentee,3-Nov,414,0,Harris/Walz,DEM,1522
District 11 - Absentee,3-Nov,414,0,Kennedy/Shanahan,RFK,28
District 11 - Absentee,3-Nov,414,0,Oliver/Maat,LIB,24
District 11 - Absentee,3-Nov,414,0,Sonski/Onak,ASP,4
District 11 - Absentee,3-Nov,414,0,Stein/Ware,GRN,15
District 11 - Absentee,3-Nov,414,0,Terry/Broden,CON,2
District 11 - Absentee,3-Nov,414,0,Trump/Vance,REP,926
District 11 - Absentee,3-Nov,414,0,West/Abdullah,AUR,5
District 11 - Absentee,3-Nov,414,0,YES,YES,886
District 11 - Absentee,3-Nov,414,0,NO,NO,1555
District 12 - Absentee,3-Dec,415,0,Harris/Walz,DEM,1237
District 12 - Absentee,3-Dec,415,0,Kennedy/Shanahan,RFK,21
District 12 - Absentee,3-Dec,415,0,Oliver/Maat,LIB,9
District 12 - Absentee,3-Dec,415,0,Sonski/Onak,ASP,5
District 12 - Absentee,3-Dec,415,0,Stein/Ware,GRN,12
District 12 - Absentee,3-Dec,415,0,Terry/Broden,CON,1
District 12 - Absentee,3-Dec,415,0,Trump/Vance,REP,676
District 12 - Absentee,3-Dec,415,0,West/Abdullah,AUR,9
District 12 - Absentee,3-Dec,415,0,YES,YES,606
District 12 - Absentee,3-Dec,415,0,NO,NO,1290
District 13 - Absentee,13-3,416,0,Harris/Walz,DEM,1043
District 13 - Absentee,13-3,416,0,Kennedy/Shanahan,RFK,23
District 13 - Absentee,13-3,416,0,Oliver/Maat,LIB,13
District 13 - Absentee,13-3,416,0,Sonski/Onak,ASP,5
District 13 - Absentee,13-3,416,0,Stein/Ware,GRN,13
District 13 - Absentee,13-3,416,0,Terry/Broden,CON,4
District 13 - Absentee,13-3,416,0,Trump/Vance,REP,543
District 13 - Absentee,13-3,416,0,West/Abdullah,AUR,6
District 13 - Absentee,13-3,416,0,YES,YES,548
District 13 - Absentee,13-3,416,0,NO,NO,1001
District 14 - Absentee,14-3,417,0,Harris/Walz,DEM,1289
District 14 - Absentee,14-3,417,0,Kennedy/Shanahan,RFK,31
District 14 - Absentee,14-3,417,0,Oliver/Maat,LIB,14
District 14 - Absentee,14-3,417,0,Sonski/Onak,ASP,3
District 14 - Absentee,14-3,417,0,Stein/Ware,GRN,21
District 14 - Absentee,14-3,417,0,Terry/Broden,CON,3
District 14 - Absentee,14-3,417,0,Trump/Vance,REP,474
District 14 - Absentee,14-3,417,0,West/Abdullah,AUR,10
District 14 - Absentee,14-3,417,0,YES,YES,483
District 14 - Absentee,14-3,417,0,NO,NO,1304
District 15 - Absentee,15-3,418,0,Harris/Walz,DEM,1243
District 15 - Absentee,15-3,418,0,Kennedy/Shanahan,RFK,33
District 15 - Absentee,15-3,418,0,Oliver/Maat,LIB,23
District 15 - Absentee,15-3,418,0,Sonski/Onak,ASP,1
District 15 - Absentee,15-3,418,0,Stein/Ware,GRN,10
District 15 - Absentee,15-3,418,0,Terry/Broden,CON,2
District 15 - Absentee,15-3,418,0,Trump/Vance,REP,809
District 15 - Absentee,15-3,418,0,West/Abdullah,AUR,5
District 15 - Absentee,15-3,418,0,YES,YES,756
District 15 - Absentee,15-3,418,0,NO,NO,1296
District 16 - Absentee,16-3,419,0,Harris/Walz,DEM,1497
District 16 - Absentee,16-3,419,0,Kennedy/Shanahan,RFK,34
District 16 - Absentee,16-3,419,0,Oliver/Maat,LIB,22
District 16 - Absentee,16-3,419,0,Sonski/Onak,ASP,0
District 16 - Absentee,16-3,419,0,Stein/Ware,GRN,15
District 16 - Absentee,16-3,419,0,Terry/Broden,CON,1
District 16 - Absentee,16-3,419,0,Trump/Vance,REP,664
District 16 - Absentee,16-3,419,0,West/Abdullah,AUR,12
District 16 - Absentee,16-3,419,0,YES,YES,647
District 16 - Absentee,16-3,419,0,NO,NO,1524
District 17 - Absentee,17-3,420,0,Harris/Walz,DEM,1591
District 17 - Absentee,17-3,420,0,Kennedy/Shanahan,RFK,24
District 17 - Absentee,17-3,420,0,Oliver/Maat,LIB,21
District 17 - Absentee,17-3,420,0,Sonski/Onak,ASP,2
District 17 - Absentee,17-3,420,0,Stein/Ware,GRN,22
District 17 - Absentee,17-3,420,0,Terry/Broden,CON,2
District 17 - Absentee,17-3,420,0,Trump/Vance,REP,578
District 17 - Absentee,17-3,420,0,West/Abdullah,AUR,11
District 17 - Absentee,17-3,420,0,YES,YES,607
District 17 - Absentee,17-3,420,0,NO,NO,1538
District 18 - Absentee,18-3,421,0,Harris/Walz,DEM,733
District 18 - Absentee,18-3,421,0,Kennedy/Shanahan,RFK,23
District 18 - Absentee,18-3,421,0,Oliver/Maat,LIB,13
District 18 - Absentee,18-3,421,0,Sonski/Onak,ASP,2
District 18 - Absentee,18-3,421,0,Stein/Ware,GRN,3
District 18 - Absentee,18-3,421,0,Terry/Broden,CON,1
District 18 - Absentee,18-3,421,0,Trump/Vance,REP,786
District 18 - Absentee,18-3,421,0,West/Abdullah,AUR,2
District 18 - Absentee,18-3,421,0,YES,YES,682
District 18 - Absentee,18-3,421,0,NO,NO,657
District 19 - Absentee,19-3,422,0,Harris/Walz,DEM,774
District 19 - Absentee,19-3,422,0,Kennedy/Shanahan,RFK,12
District 19 - Absentee,19-3,422,0,Oliver/Maat,LIB,7
District 19 - Absentee,19-3,422,0,Sonski/Onak,ASP,0
District 19 - Absentee,19-3,422,0,Stein/Ware,GRN,17
District 19 - Absentee,19-3,422,0,Terry/Broden,CON,2
District 19 - Absentee,19-3,422,0,Trump/Vance,REP,308
District 19 - Absentee,19-3,422,0,West/Abdullah,AUR,11
District 19 - Absentee,19-3,422,0,YES,YES,292
District 19 - Absentee,19-3,422,0,NO,NO,781
District 20 - Absentee,20-3,423,0,Harris/Walz,DEM,1150
District 20 - Absentee,20-3,423,0,Kennedy/Shanahan,RFK,18
District 20 - Absentee,20-3,423,0,Oliver/Maat,LIB,7
District 20 - Absentee,20-3,423,0,Sonski/Onak,ASP,8
District 20 - Absentee,20-3,423,0,Stein/Ware,GRN,11
District 20 - Absentee,20-3,423,0,Terry/Broden,CON,4
District 20 - Absentee,20-3,423,0,Trump/Vance,REP,591
District 20 - Absentee,20-3,423,0,West/Abdullah,AUR,8
District 20 - Absentee,20-3,423,0,YES,YES,539
District 20 - Absentee,20-3,423,0,NO,NO,1173
District 21 - Absentee,21-3,424,0,Harris/Walz,DEM,1567
District 21 - Absentee,21-3,424,0,Kennedy/Shanahan,RFK,27
District 21 - Absentee,21-3,424,0,Oliver/Maat,LIB,15
District 21 - Absentee,21-3,424,0,Sonski/Onak,ASP,10
District 21 - Absentee,21-3,424,0,Stein/Ware,GRN,39
District 21 - Absentee,21-3,424,0,Terry/Broden,CON,2
District 21 - Absentee,21-3,424,0,Trump/Vance,REP,798
District 21 - Absentee,21-3,424,0,West/Abdullah,AUR,6
District 21 - Absentee,21-3,424,0,YES,YES,812
District 21 - Absentee,21-3,424,0,NO,NO,1573
District 22 - Absentee,22-3,425,0,Harris/Walz,DEM,703
District 22 - Absentee,22-3,425,0,Kennedy/Shanahan,RFK,16
District 22 - Absentee,22-3,425,0,Oliver/Maat,LIB,11
District 22 - Absentee,22-3,425,0,Sonski/Onak,ASP,1
District 22 - Absentee,22-3,425,0,Stein/Ware,GRN,7
District 22 - Absentee,22-3,425,0,Terry/Broden,CON,4
District 22 - Absentee,22-3,425,0,Trump/Vance,REP,462
District 22 - Absentee,22-3,425,0,West/Abdullah,AUR,8
District 22 - Absentee,22-3,425,0,YES,YES,449
District 22 - Absentee,22-3,425,0,NO,NO,705
District 23 - Absentee,23-3,426,0,Harris/Walz,DEM,1344
District 23 - Absentee,23-3,426,0,Kennedy/Shanahan,RFK,33
District 23 - Absentee,23-3,426,0,Oliver/Maat,LIB,37
District 23 - Absentee,23-3,426,0,Sonski/Onak,ASP,9
District 23 - Absentee,23-3,426,0,Stein/Ware,GRN,15
District 23 - Absentee,23-3,426,0,Terry/Broden,CON,4
District 23 - Absentee,23-3,426,0,Trump/Vance,REP,1275
District 23 - Absentee,23-3,426,0,West/Abdullah,AUR,5
District 23 - Absentee,23-3,426,0,YES,YES,1142
District 23 - Absentee,23-3,426,0,NO,NO,1416
District 24 - Absentee,24-3,427,0,Harris/Walz,DEM,874
District 24 - Absentee,24-3,427,0,Kennedy/Shanahan,RFK,34
District 24 - Absentee,24-3,427,0,Oliver/Maat,LIB,24
District 24 - Absentee,24-3,427,0,Sonski/Onak,ASP,4
District 24 - Absentee,24-3,427,0,Stein/Ware,GRN,10
District 24 - Absentee,24-3,427,0,Terry/Broden,CON,4
District 24 - Absentee,24-3,427,0,Trump/Vance,REP,1076
District 24 - Absentee,24-3,427,0,West/Abdullah,AUR,9
District 24 - Absentee,24-3,427,0,YES,YES,973
District 24 - Absentee,24-3,427,0,NO,NO,951
District 25 - Absentee,25-3,428,0,Harris/Walz,DEM,653
District 25 - Absentee,25-3,428,0,Kennedy/Shanahan,RFK,24
District 25 - Absentee,25-3,428,0,Oliver/Maat,LIB,14
District 25 - Absentee,25-3,428,0,Sonski/Onak,ASP,7
District 25 - Absentee,25-3,428,0,Stein/Ware,GRN,13
District 25 - Absentee,25-3,428,0,Terry/Broden,CON,3
District 25 - Absentee,25-3,428,0,Trump/Vance,REP,863
District 25 - Absentee,25-3,428,0,West/Abdullah,AUR,2
District 25 - Absentee,25-3,428,0,YES,YES,765
District 25 - Absentee,25-3,428,0,NO,NO,735
District 26 - Absentee,26-3,429,0,Harris/Walz,DEM,450
District 26 - Absentee,26-3,429,0,Kennedy/Shanahan,RFK,12
District 26 - Absentee,26-3,429,0,Oliver/Maat,LIB,6
District 26 - Absentee,26-3,429,0,Sonski/Onak,ASP,2
District 26 - Absentee,26-3,429,0,Stein/Ware,GRN,5
District 26 - Absentee,26-3,429,0,Terry/Broden,CON,0
District 26 - Absentee,26-3,429,0,Trump/Vance,REP,898
District 26 - Absentee,26-3,429,0,West/Abdullah,AUR,5
District 26 - Absentee,26-3,429,0,YES,YES,811
District 26 - Absentee,26-3,429,0,NO,NO,493
District 27 - Absentee,27-3,430,0,Harris/Walz,DEM,401
District 27 - Absentee,27-3,430,0,Kennedy/Shanahan,RFK,17
District 27 - Absentee,27-3,430,0,Oliver/Maat,LIB,13
District 27 - Absentee,27-3,430,0,Sonski/Onak,ASP,1
District 27 - Absentee,27-3,430,0,Stein/Ware,GRN,4
District 27 - Absentee,27-3,430,0,Terry/Broden,CON,1
District 27 - Absentee,27-3,430,0,Trump/Vance,REP,867
District 27 - Absentee,27-3,430,0,West/Abdullah,AUR,1
District 27 - Absentee,27-3,430,0,YES,YES,762
District 27 - Absentee,27-3,430,0,NO,NO,456
District 28 - Absentee,28-3,431,0,Harris/Walz,DEM,478
District 28 - Absentee,28-3,431,0,Kennedy/Shanahan,RFK,13
District 28 - Absentee,28-3,431,0,Oliver/Maat,LIB,15
District 28 - Absentee,28-3,431,0,Sonski/Onak,ASP,4
District 28 - Absentee,28-3,431,0,Stein/Ware,GRN,5
District 28 - Absentee,28-3,431,0,Terry/Broden,CON,2
District 28 - Absentee,28-3,431,0,Trump/Vance,REP,869
District 28 - Absentee,28-3,431,0,West/Abdullah,AUR,3
District 28 - Absentee,28-3,431,0,YES,YES,777
District 28 - Absentee,28-3,431,0,NO,NO,547
District 29 - Absentee,29-3,432,0,Harris/Walz,DEM,754
District 29 - Absentee,29-3,432,0,Kennedy/Shanahan,RFK,31
District 29 - Absentee,29-3,432,0,Oliver/Maat,LIB,26
District 29 - Absentee,29-3,432,0,Sonski/Onak,ASP,6
District 29 - Absentee,29-3,432,0,Stein/Ware,GRN,15
District 29 - Absentee,29-3,432,0,Terry/Broden,CON,1
District 29 - Absentee,29-3,432,0,Trump/Vance,REP,1170
District 29 - Absentee,29-3,432,0,West/Abdullah,AUR,6
District 29 - Absentee,29-3,432,0,YES,YES,1058
District 29 - Absentee,29-3,432,0,NO,NO,840
District 30 - Absentee,30,433,0,Harris/Walz,DEM,1168
District 30 - Absentee,30,433,0,Kennedy/Shanahan,RFK,38
District 30 - Absentee,30,433,0,Oliver/Maat,LIB,19
District 30 - Absentee,30,433,0,Sonski/Onak,ASP,3
District 30 - Absentee,30,433,0,Stein/Ware,GRN,15
District 30 - Absentee,30,433,0,Terry/Broden,CON,7
District 30 - Absentee,30,433,0,Trump/Vance,REP,2061
District 30 - Absentee,30,433,0,West/Abdullah,AUR,5
District 30 - Absentee,30,433,0,YES,YES,1923
District 30 - Absentee,30,433,0,NO,NO,1264
District 31 - Absentee,31-4,434,0,Harris/Walz,DEM,574
District 31 - Absentee,31-4,434,0,Kennedy/Shanahan,RFK,20
District 31 - Absentee,31-4,434,0,Oliver/Maat,LIB,10
District 31 - Absentee,31-4,434,0,Sonski/Onak,ASP,4
District 31 - Absentee,31-4,434,0,Stein/Ware,GRN,6
District 31 - Absentee,31-4,434,0,Terry/Broden,CON,1
District 31 - Absentee,31-4,434,0,Trump/Vance,REP,534
District 31 - Absentee,31-4,434,0,West/Abdullah,AUR,2
District 31 - Absentee,31-4,434,0,YES,YES,473
District 31 - Absentee,31-4,434,0,NO,NO,565
District 32 - Absentee,32-4,435,0,Harris/Walz,DEM,415
District 32 - Absentee,32-4,435,0,Kennedy/Shanahan,RFK,6
District 32 - Absentee,32-4,435,0,Oliver/Maat,LIB,13
District 32 - Absentee,32-4,435,0,Sonski/Onak,ASP,3
District 32 - Absentee,32-4,435,0,Stein/Ware,GRN,7
District 32 - Absentee,32-4,435,0,Terry/Broden,CON,2
District 32 - Absentee,32-4,435,0,Trump/Vance,REP,557
District 32 - Absentee,32-4,435,0,West/Abdullah,AUR,4
District 32 - Absentee,32-4,435,0,YES,YES,509
District 32 - Absentee,32-4,435,0,NO,NO,391
District 33 - Absentee,33-4,436,0,Harris/Walz,DEM,472
District 33 - Absentee,33-4,436,0,Kennedy/Shanahan,RFK,16
District 33 - Absentee,33-4,436,0,Oliver/Maat,LIB,14
District 33 - Absentee,33-4,436,0,Sonski/Onak,ASP,7
District 33 - Absentee,33-4,436,0,Stein/Ware,GRN,10
District 33 - Absentee,33-4,436,0,Terry/Broden,CON,0
District 33 - Absentee,33-4,436,0,Trump/Vance,REP,738
District 33 - Absentee,33-4,436,0,West/Abdullah,AUR,4
District 33 - Absentee,33-4,436,0,YES,YES,683
District 33 - Absentee,33-4,436,0,NO,NO,502
District 34 - Absentee,34-4,437,0,Harris/Walz,DEM,748
